.\ScoutingMissions\M001_CycleRack\IMG_0138.JPG,VERY_UNLIKELY,VERY_UNLIKELY,land vehicle,98,bicycle,98,road bicycle,97,bicycle wheel,94,vehicle,90,lane,88,cycling,86,mountain bike,85,sports equipment,85,snapshot,81
.\ScoutingMissions\M001_CycleRack\IMG_0139.JPG,VERY_UNLIKELY,VERY_UNLIKELY,bicycle,98,road bicycle,97,land vehicle,96,bicycle wheel,96,bicycle frame,92,mode of transport,87,bicycle saddle,85,racing bicycle,84,mountain bike,84,hybrid bicycle,83
.\ScoutingMissions\M001_CycleRack\IMG_0140.JPG,VERY_UNLIKELY,VERY_UNLIKELY,road bicycle,98,bicycle,97,land vehicle,97,bicycle wheel,95,bicycle frame,91,bicycle saddle,89,lane,88,mode of transport,87,racing bicycle,85,cycling,84
.\ScoutingMissions\M002_bollard\IMG_0141.JPG,VERY_UNLIKELY,VERY_UNLIKELY,lane,92,infrastructure,87,public space,87,asphalt,85,road surface,80,sidewalk,79,road,75,walkway,70,street,66,line,65
.\ScoutingMissions\M002_bollard\IMG_0142.JPG,VERY_UNLIKELY,VERY_UNLIKELY,asphalt,75,fire hydrant,67,road surface,66
.\ScoutingMissions\M002_bollard\IMG_0143.JPG,VERY_UNLIKELY,VERY_UNLIKELY,asphalt,93,public space,86,road surface,81,walkway,73,sidewalk,71,lane,69,road,61,roof,60,outdoor structure,54,angle,54
.\ScoutingMissions\M003_Pole\IMG_0144.JPG,VERY_UNLIKELY,VERY_UNLIKELY,lane,95,public space,91,road,89,asphalt,85,sidewalk,84,road surface,80,street,79,city,66,pedestrian,59,vehicle,50
.\ScoutingMissions\M003_Pole\IMG_0145.JPG,VERY_UNLIKELY,VERY_UNLIKELY,lane,91,road,88,infrastructure,87,public space,84,asphalt,75,street,75,road surface,73,sidewalk,64,vehicle,63,pedestrian,52
.\ScoutingMissions\M003_Pole\IMG_0146.JPG,VERY_UNLIKELY,VERY_UNLIKELY,asphalt,77,road,66,road surface,63,tire,50
.\ScoutingMissions\M004_utilityBox\IMG_0148.JPG,VERY_UNLIKELY,VERY_UNLIKELY,infrastructure,88,urban area,82,wall,81,road,70,street,68,street art,64,road surface,62,sidewalk,58
.\ScoutingMissions\M004_utilityBox\IMG_0149.JPG,VERY_UNLIKELY,VERY_UNLIKELY,waste containment,52
.\ScoutingMissions\M004_utilityBox\IMG_0150.JPG,VERY_UNLIKELY,VERY_UNLIKELY,waste containment,62,technology,62,waste container,59
.\ScoutingMissions\M005_postBox\IMG_0151.JPG,VERY_UNLIKELY,VERY_UNLIKELY,post box,78,waste containment,72,waste container,69,street,66,letter box,56,road surface,56
.\ScoutingMissions\M005_postBox\IMG_0152.JPG,VERY_UNLIKELY,VERY_UNLIKELY,post box,86,letter box,76,waste containment,69,waste container,59
.\ScoutingMissions\M005_postBox\IMG_0153.JPG,VERY_UNLIKELY,VERY_UNLIKELY,post box,91,letter box,80,waste containment,71,waste container,67,street,67,mail,50
.\ScoutingMissions\M006_cycleRack\IMG_0154.JPG,VERY_UNLIKELY,VERY_UNLIKELY,land vehicle,98,bicycle,97,road bicycle,96,lane,95,public space,89,vehicle,89,urban area,85,cycling,85,sports equipment,83,bicycle accessory,76
.\ScoutingMissions\M006_cycleRack\IMG_0155.JPG,VERY_UNLIKELY,VERY_UNLIKELY,road bicycle,97,bicycle,96,motor vehicle,91,bicycle wheel,89,bicycle frame,85,bicycle accessory,81,vehicle,77,hybrid bicycle,76,sports equipment,74,bicycle saddle,73
.\ScoutingMissions\M006_cycleRack\IMG_0156.JPG,VERY_UNLIKELY,VERY_UNLIKELY,bicycle,98,land vehicle,98,road bicycle,97,bicycle wheel,93,vehicle,89,mode of transport,87,cycling,84,sports equipment,82,bicycle accessory,81,snapshot,81
.\ScoutingMissions\M007_bollard\IMG_0157.JPG,VERY_UNLIKELY,VERY_UNLIKELY,public space,90,road surface,62,sidewalk,58,city,56
.\ScoutingMissions\M007_bollard\IMG_0158.JPG,VERY_UNLIKELY,VERY_UNLIKELY,public space,90,road surface,69,city,60,street,59,road,54
.\ScoutingMissions\M007_bollard\IMG_0159.JPG,VERY_UNLIKELY,VERY_UNLIKELY,public space,90,city,64,street,54
.\ScoutingMissions\M008_cycleRack\IMG_0160.JPG,VERY_UNLIKELY,VERY_UNLIKELY,land vehicle,97,road bicycle,96,bicycle,95,bicycle wheel,91,bicycle saddle,88,vehicle,88,mode of transport,87,bicycle frame,82,bicycle accessory,82,sports equipment,77
.\ScoutingMissions\M008_cycleRack\IMG_0161.JPG,VERY_UNLIKELY,VERY_UNLIKELY,motor vehicle,92,car,88,mode of transport,87,vehicle,86,wheel,77,scooter,71,street,70,bicycle wheel,69,bicycle,66,automotive tire,65
.\ScoutingMissions\M008_cycleRack\IMG_0162.JPG,VERY_UNLIKELY,VERY_UNLIKELY,land vehicle,96,bicycle,93,bicycle wheel,90,road bicycle,90,vehicle,89,motor vehicle,88,mode of transport,87,bicycle accessory,82,wheel,78,bicycle saddle,78
.\ScoutingMissions\M009_guardRail\IMG_0163.JPG,VERY_UNLIKELY,VERY_UNLIKELY,car,95,public space,87,infrastructure,87,vehicle,86,asphalt,84,lane,83,road,78,road surface,69,line,65,parking,59
.\ScoutingMissions\M009_guardRail\IMG_0164.JPG,VERY_UNLIKELY,VERY_UNLIKELY,green,93,public space,89,structure,85,car,84,vehicle,74,chair,71,product,67,street,62,asphalt,61,recreation,57
.\ScoutingMissions\M009_guardRail\IMG_0165.JPG,VERY_UNLIKELY,VERY_UNLIKELY,public space,88,vehicle,85,lane,75,asphalt,72,road surface,63,road,58,recreation,54,signage,52,car,50,public utility,50
.\ScoutingMissions\M010_pole\IMG_0166.JPG,VERY_UNLIKELY,VERY_UNLIKELY,lane,57,road,51
.\ScoutingMissions\M010_pole\IMG_0167.JPG,VERY_UNLIKELY,VERY_UNLIKELY,public space,85,street,58,lane,57,road,56
